iter	Passed	Remaining
389	1327	2075
390	1330	2072
391	1333	2068
392	1336	2064
393	1339	2060
394	1342	2056
395	1345	2052
396	1349	2049
397	1352	2045
398	1355	2041
399	1358	2037
400	1361	2033
401	1364	2029
402	1367	2026
403	1370	2022
404	1374	2019
405	1377	2015
406	1380	2011
407	1383	2008
408	1387	2004
409	1390	2000
410	1393	1996
411	1396	1993
412	1400	1989
413	1403	1986
414	1406	1982
415	1409	1978
416	1412	1975
417	1415	1971
418	1419	1967
419	1422	1964
420	1425	1960
421	1428	1957
422	1432	1953
423	1435	1949
424	1438	1946
425	1441	1942
426	1445	1939
427	1448	1935
428	1451	1931
429	1454	1927
430	1457	1924
431	1460	1920
432	1463	1916
433	1466	1913
434	1469	1909
435	1473	1905
436	1476	1902
437	1482	1901
438	1487	1900
439	1490	1896
440	1493	1892
441	1496	1889
442	1499	1885
443	1502	1882
444	1506	1878
445	1509	1875
446	1512	1871
447	1515	1867
448	1518	1863
449	1521	1860
450	1525	1856
451	1528	1852
452	1531	1848
453	1534	1845
454	1537	1841
455	1540	1838
456	1544	1834
457	1547	1831
458	1550	1827
459	1553	1823
460	1556	1820
461	1560	1816
462	1563	1813
463	1566	1809
464	1569	1805
465	1572	1802
466	1575	1798
467	1579	1794
468	1582	1791
469	1585	1787
470	1589	1784
471	1592	1781
472	1595	1777
473	1598	1774
474	1601	1770
475	1605	1767
476	1608	1763
477	1611	1760
478	1617	1759
479	1625	1760
480	1629	1758
481	1633	1755
482	1636	1751
483	1639	1747
484	1642	1744
485	1645	1740
486	1648	1736
487	1652	1733
488	1655	1729
489	1658	1726
490	1661	1722
491	1664	1718
492	1668	1715
493	1671	1712
494	1674	1708
495	1678	1705
496	1681	1701
497	1684	1698
498	1687	1694
499	1691	1691
500	1694	1687
501	1697	1684
502	1700	1680
503	1704	1677
504	1707	1673
505	1710	1670
506	1714	1666
507	1717	1663
508	1720	1659
509	1723	1656
510	1727	1652
511	1730	1649
512	1733	1646
513	1737	1642
514	1740	1639
515	1744	1636
516	1747	1632
517	1750	1629
518	1754	1625
519	1757	1621
520	1760	1618
521	1763	1614
522	1766	1611
523	1769	1607
524	1773	1604
525	1776	1600
526	1779	1597
527	1782	1593
528	1785	1590
529	1789	1586
530	1792	1583
531	1795	1579
532	1799	1576
533	1802	1572
534	1805	1569
535	1808	1565
536	1812	1562
537	1815	1558
538	1818	1555
539	1821	1551
540	1824	1548
541	1827	1544
542	1831	1541
543	1834	1537
544	1837	1533
545	1840	1530
546	1843	1526
547	1846	1523
548	1849	1519
549	1852	1516
550	1856	1512
551	1859	1508
552	1862	1505
553	1865	1501
554	1868	1498
555	1871	1494
556	1874	1491
557	1878	1487
558	1881	1484
559	1884	1480
560	1888	1477
561	1891	1474
562	1894	1470
563	1897	1467
564	1900	1463
565	1903	1459
566	1906	1456
567	1910	1452
568	1913	1449
569	1916	1445
570	1919	1442
571	1922	1438
572	1925	1435
573	1929	1431
574	1932	1428
575	1935	1424
576	1938	1421
577	1941	1417
578	1945	1414
579	1948	1410
580	1951	1407
581	1955	1404
582	1958	1401
583	1965	1400
584	1968	1396
585	1971	1393
586	1975	1389
587	1978	1386
588	1981	1382
589	1984	1379
590	1987	1375
591	1990	1372
592	1993	1368
593	1997	1365
594	2000	1361
595	2003	1358
596	2006	1354
597	2009	1351
598	2013	1347
599	2016	1344
600	2020	1341
601	2023	1337
602	2026	1334
603	2029	1330
604	2032	1327
605	2035	1323
606	2039	1320
607	2042	1316
608	2045	1313
609	2048	1309
610	2051	1306
611	2055	1302
612	2058	1299
613	2062	1296
614	2065	1293
615	2068	1289
616	2072	1286
617	2075	1282
618	2078	1279
619	2081	1276
620	2085	1272
621	2088	1269
622	2092	1265
623	2095	1262
624	2098	1259
625	2101	1255
626	2104	1252
627	2108	1248
628	2111	1245
629	2114	1241
630	2118	1238
631	2121	1235
632	2126	1233
633	2135	1232
634	2139	1229
635	2142	1226
636	2146	1223
637	2150	1219
638	2153	1216
639	2156	1212
640	2159	1209
641	2163	1206
642	2166	1202
643	2169	1199
644	2173	1196
645	2177	1193
646	2181	1190
647	2184	1186
648	2188	1183
649	2191	1180
650	2194	1176
651	2198	1173
652	2201	1169
653	2204	1166
654	2207	1162
655	2211	1159
656	2214	1156
657	2217	1152
658	2220	1149
659	2223	1145
660	2226	1142
661	2230	1138
662	2233	1135
663	2236	1131
664	2239	1128
665	2243	1124
666	2246	1121
667	2249	1118
668	2252	1114
669	2255	1111
670	2259	1107
671	2262	1104
672	2265	1100
673	2268	1097
674	2271	1093
675	2275	1090
676	2278	1086
677	2281	1083
678	2284	1080
679	2288	1076
680	2291	1073
681	2294	1069
682	2298	1066
683	2301	1063
684	2304	1059
685	2307	1056
686	2310	1052
687	2314	1049
688	2318	1046
689	2321	1043
690	2325	1039
691	2328	1036
692	2331	1032
693	2335	1029
694	2338	1026
695	2341	1022
696	2344	1019
697	2347	1015
698	2350	1012
699	2354	1008
700	2357	1005
701	2360	1002
702	2363	998
703	2366	995
704	2370	991
705	2373	988
706	2376	984
707	2379	981
708	2382	978
709	2386	974
710	2389	971
711	2392	967
712	2395	964
713	2399	961
714	2402	957
715	2405	954
716	2408	950
717	2412	947
718	2415	943
719	2418	940
720	2421	937
721	2424	933
722	2428	930
723	2431	926
724	2434	923
725	2437	920
726	2443	917
727	2448	914
728	2451	911
729	2454	907
730	2457	904
731	2460	900
732	2463	897
733	2467	894
734	2470	890
735	2473	887
736	2477	884
737	2480	880
738	2483	877
739	2486	873
740	2490	870
741	2493	867
742	2496	863
743	2500	860
744	2503	856
745	2506	853
746	2510	850
747	2513	846
748	2516	843
749	2520	840
750	2523	836
751	2526	833
752	2529	829
753	2532	826
754	2535	822
755	2539	819
756	2542	816
757	2545	812
758	2548	809
759	2552	805
760	2555	802
761	2558	799
762	2561	795
763	2565	792
764	2568	789
765	2571	785
766	2574	782
767	2578	778
768	2581	775
769	2585	772
770	2588	768
771	2591	765
772	2595	762
773	2598	758
774	2601	755
775	2604	751
776	2608	748
777	2611	745
778	2614	741
779	2618	738
780	2621	735
781	2624	731
782	2627	728
783	2630	724
784	2633	721
785	2639	718
786	2646	716
787	2651	713
788	2654	709
789	2658	706
790	2661	703
791	2664	699
792	2668	696
793	2671	693
794	2674	689
795	2678	686
796	2681	682
797	2684	679
798	2688	676
799	2691	672
800	2695	669
801	2698	666
802	2701	662
803	2705	659
804	2708	656
805	2711	652
806	2714	649
807	2718	645
808	2721	642
809	2724	639
810	2728	635
811	2731	632
812	2734	629
813	2737	625
814	2741	622
815	2744	618
816	2747	615
817	2750	612
818	2753	608
819	2757	605
820	2760	601
821	2763	598
822	2766	595
823	2770	591
824	2773	588
825	2776	584
826	2779	581
827	2782	578
828	2785	574
829	2789	571
830	2792	567
831	2795	564
832	2798	561
833	2801	557
834	2804	554
835	2808	550
836	2811	547
837	2815	544
838	2818	540
839	2821	537
840	2824	534
841	2828	530
842	2831	527
843	2834	523
844	2837	520
845	2841	517
846	2844	513
847	2847	510
848	2850	507
849	2854	503
850	2857	500
851	2860	496
852	2863	493
853	2867	490
854	2870	486
855	2873	483
856	2876	480
857	2879	476
858	2883	473
859	2886	469
860	2889	466
861	2892	463
862	2895	459
863	2899	456
864	2902	453
865	2905	449
866	2908	446
867	2912	442
868	2915	439
869	2918	436
870	2924	433
871	2929	430
872	2933	426
873	2936	423
874	2939	419
875	2942	416
876	2946	413
877	2949	409
878	2952	406
879	2956	403
880	2958	399
881	2962	396
882	2965	392
883	2968	389
884	2972	386
885	2975	382
886	2978	379
887	2982	376
888	2985	372
889	2988	369
890	2992	366
891	2995	362
892	2998	359
893	3002	355
894	3005	352
895	3008	349
896	3012	345
897	3015	342
898	3018	339
899	3022	335
900	3025	332
901	3028	329
902	3031	325
903	3034	322
904	3038	318
905	3041	315
906	3044	312
907	3047	308
908	3050	305
909	3054	302
910	3057	298
911	3060	295
912	3064	292
913	3067	288
914	3070	285
915	3073	281
916	3077	278
917	3080	275
918	3083	271
919	3086	268
920	3089	265
921	3093	261
922	3096	258
923	3099	254
924	3102	251
925	3106	248
926	3109	244
927	3112	241
928	3115	238
929	3119	234
930	3122	231
931	3125	228
932	3128	224
933	3132	221
934	3135	217
935	3140	214
936	3144	211
937	3153	208
938	3159	205
939	3162	201
940	3165	198
941	3168	195
942	3173	191
943	3176	188
944	3179	185
945	3183	181
946	3186	178
947	3189	174
948	3192	171
949	3196	168
950	3199	164
951	3202	161
952	3206	158
953	3209	154
954	3212	151
955	3216	148
956	3219	144
957	3222	141
958	3226	137
959	3229	134
960	3232	131
961	3235	127
962	3239	124
963	3242	121
964	3245	117
965	3249	114
966	3252	110
967	3255	107
968	3258	104
969	3262	100
970	3265	97
971	3268	94
972	3272	90
973	3275	87
974	3278	84
975	3282	80
976	3285	77
977	3288	73
978	3292	70
979	3295	67
980	3298	63
981	3301	60
982	3305	57
983	3308	53
984	3312	50
985	3315	47
986	3318	43
987	3321	40
988	3325	36
989	3328	33
990	3331	30
991	3334	26
992	3338	23
993	3341	20
994	3344	16
995	3348	13
996	3351	10
997	3354	6
998	3357	3
999	3361	0
