iter	RMSE
458	1318.620898
459	1318.600816
460	1318.477097
461	1318.445999
462	1318.337444
463	1318.317055
464	1318.214105
465	1318.058639
466	1317.789386
467	1317.65222
468	1317.524348
469	1317.450935
470	1317.354544
471	1317.293185
472	1317.199698
473	1317.090393
474	1316.922353
475	1316.805355
476	1316.662307
477	1316.561766
478	1316.488612
479	1316.362917
480	1316.343889
481	1316.247928
482	1316.182675
483	1316.092902
484	1316.022489
485	1315.949057
486	1315.838957
487	1315.75396
488	1315.634596
489	1315.535033
490	1315.380254
491	1315.298844
492	1315.194711
493	1315.043897
494	1314.987609
495	1314.847355
496	1314.77427
497	1314.73416
498	1314.562285
499	1314.484326
500	1314.234808
501	1314.044488
502	1314.005608
503	1313.949417
504	1313.913713
505	1313.81962
506	1313.707836
507	1313.6261
508	1313.568508
509	1313.490904
510	1313.428557
511	1313.377643
512	1313.270974
513	1313.224239
514	1313.142608
515	1312.950896
516	1312.856354
517	1312.721464
518	1312.662429
519	1312.538409
520	1312.433523
521	1312.376429
522	1312.298223
523	1312.253777
524	1312.071813
525	1312.021038
526	1311.885131
527	1311.822639
528	1311.747558
529	1311.511207
530	1311.406218
531	1311.244914
532	1311.196402
533	1311.030098
534	1310.94318
535	1310.909238
536	1310.723103
537	1310.547732
538	1310.420635
539	1310.36327
540	1310.275039
541	1310.232641
542	1310.15789
543	1310.033564
544	1309.97846
545	1309.861433
546	1309.777613
547	1309.641507
548	1309.551153
549	1309.486576
550	1309.43371
551	1309.390541
552	1309.272231
553	1309.229596
554	1309.153143
555	1308.930914
556	1308.874238
557	1308.80241
558	1308.725862
559	1308.595965
560	1308.532448
561	1308.460486
562	1308.420061
563	1308.294358
564	1308.199222
565	1308.115847
566	1308.039471
567	1307.948337
568	1307.877013
569	1307.803682
570	1307.691703
571	1307.582252
572	1307.535713
573	1307.356982
574	1307.262871
575	1307.222292
576	1307.142622
577	1307.053005
578	1306.996815
579	1306.909406
580	1306.796921
581	1306.725131
582	1306.660508
583	1306.590756
584	1306.471655
585	1306.301005
586	1306.122478
587	1306.069143
588	1305.94183
589	1305.769692
590	1305.615009
591	1305.581023
592	1305.414927
593	1305.250822
594	1305.162238
595	1305.064025
596	1304.940722
597	1304.901677
598	1304.810562
599	1304.773601
600	1304.667281
601	1304.591497
602	1304.554211
603	1304.409046
604	1304.305503
605	1304.22043
606	1304.09663
607	1304.041535
608	1303.867406
609	1303.69859
610	1303.589852
611	1303.508356
612	1303.391514
613	1303.305548
614	1303.193991
615	1303.158285
616	1303.070482
617	1302.986831
618	1302.912639
619	1302.818129
620	1302.657236
621	1302.623031
622	1302.468854
623	1302.409707
624	1302.350262
625	1302.271705
626	1302.20409
627	1302.087502
628	1301.993355
629	1301.828023
630	1301.743162
631	1301.71789
632	1301.565396
633	1301.491518
634	1301.428225
635	1301.362241
636	1301.231953
637	1301.096256
638	1301.000711
639	1300.849189
640	1300.819605
641	1300.712848
642	1300.639491
643	1300.511803
644	1300.36585
645	1300.204249
646	1300.075347
647	1299.98105
648	1299.951417
649	1299.819789
650	1299.703246
651	1299.589739
652	1299.523987
653	1299.400634
654	1299.229715
655	1299.092996
656	1298.885654
657	1298.764787
658	1298.70302
659	1298.636788
660	1298.597849
661	1298.494001
662	1298.369936
663	1298.236948
664	1298.169355
665	1298.074716
666	1297.985926
667	1297.950804
668	1297.837675
669	1297.729955
670	1297.692769
671	1297.644716
672	1297.494346
673	1297.41269
674	1297.30117
675	1297.202448
676	1297.04525
677	1297.007791
678	1296.876635
679	1296.775661
680	1296.605989
681	1296.489008
682	1296.40385
683	1296.321539
684	1296.287898
685	1296.234434
686	1296.147446
687	1295.943658
688	1295.825687
689	1295.715801
690	1295.584661
691	1295.501736
692	1295.39104
693	1295.354745
694	1295.24567
695	1295.085446
696	1295.007536
697	1294.9244
698	1294.837172
699	1294.704281
700	1294.6612
701	1294.56331
702	1294.392782
703	1294.314505
704	1294.188022
705	1294.083686
706	1293.922833
707	1293.7641
708	1293.632867
709	1293.586987
710	1293.489359
711	1293.406745
712	1293.365893
713	1293.272542
714	1293.174197
715	1293.122231
716	1293.047126
717	1292.997633
718	1292.894604
719	1292.805693
720	1292.69341
721	1292.539094
722	1292.435187
723	1292.367874
724	1292.260504
725	1292.208945
726	1292.180656
727	1292.095973
728	1292.024742
729	1291.882409
730	1291.813508
731	1291.751269
732	1291.641844
733	1291.514764
734	1291.448031
735	1291.36456
736	1291.309973
737	1291.12239
738	1290.977671
739	1290.781811
740	1290.720552
741	1290.618581
742	1290.575439
743	1290.429741
744	1290.402791
745	1290.256422
746	1290.218879
747	1290.143304
748	1290.091737
749	1290.016309
750	1289.985688
751	1289.908721
752	1289.866118
753	1289.832484
754	1289.751643
755	1289.613956
756	1289.555026
757	1289.468826
758	1289.362776
759	1289.235335
760	1289.130621
761	1289.078519
762	1288.939715
763	1288.868133
764	1288.829142
765	1288.777756
766	1288.748562
767	1288.699436
768	1288.64287
769	1288.595887
770	1288.54469
771	1288.445645
772	1288.399945
773	1288.322808
774	1288.276935
775	1288.146562
776	1288.092639
777	1287.934409
778	1287.896994
779	1287.852871
780	1287.795716
781	1287.736106
782	1287.58858
783	1287.546957
784	1287.369518
785	1287.272232
786	1287.217136
787	1287.081261
788	1287.032451
789	1286.927599
790	1286.786651
791	1286.71682
792	1286.563109
793	1286.471776
794	1286.342708
795	1286.232539
796	1286.169288
797	1286.140913
798	1286.086554
799	1286.027179
800	1285.983273
801	1285.928876
802	1285.858503
803	1285.77145
804	1285.703773
805	1285.641525
806	1285.513579
807	1285.391173
808	1285.287652
809	1285.140482
810	1285.055803
811	1285.006578
812	1284.945251
813	1284.778912
814	1284.72844
815	1284.703753
816	1284.655976
817	1284.497857
818	1284.445408
819	1284.339305
820	1284.311933
821	1284.292901
822	1284.236123
823	1284.159651
824	1284.025223
825	1283.99
826	1283.905132
827	1283.782181
828	1283.666935
829	1283.61627
830	1283.578472
831	1283.552095
832	1283.535056
833	1283.470209
834	1283.444718
835	1283.379862
836	1283.328537
837	1283.268108
838	1283.148256
839	1283.021495
840	1282.951267
841	1282.840679
842	1282.705416
843	1282.680792
844	1282.621151
845	1282.52587
846	1282.477725
847	1282.407882
848	1282.293515
849	1282.192008
850	1282.132676
851	1282.087409
852	1282.030413
853	1281.929177
854	1281.829579
855	1281.820662
856	1281.781509
857	1281.703017
858	1281.611807
859	1281.565257
860	1281.509726
861	1281.448058
862	1281.384464
863	1281.353636
864	1281.249131
865	1281.21323
866	1281.112293
867	1281.041549
868	1280.982263
869	1280.879756
870	1280.770486
871	1280.703006
872	1280.667809
873	1280.604068
874	1280.487846
875	1280.397189
876	1280.324211
877	1280.268625
878	1280.172785
879	1280.068624
880	1279.973291
881	1279.941283
882	1279.80448
883	1279.662039
884	1279.526271
885	1279.487101
886	1279.426304
887	1279.296907
888	1279.235842
889	1279.198293
890	1279.120112
891	1279.061396
892	1278.990494
893	1278.931617
894	1278.83377
895	1278.787558
896	1278.720367
897	1278.641032
898	1278.618998
899	1278.527322
900	1278.452249
901	1278.37296
902	1278.284658
903	1278.230342
904	1278.142438
905	1278.087281
906	1278.0214
907	1277.949817
908	1277.86364
909	1277.816961
910	1277.760695
911	1277.692471
912	1277.564178
913	1277.476815
914	1277.392616
915	1277.293583
916	1277.19825
917	1277.148757
918	1277.060801
919	1276.987474
920	1276.94787
921	1276.84317
922	1276.792874
923	1276.650098
924	1276.587145
925	1276.502101
926	1276.382153
927	1276.320598
928	1276.229101
929	1276.17759
930	1276.06768
931	1276.004038
932	1275.916333
933	1275.872922
934	1275.755199
935	1275.705265
936	1275.629793
937	1275.562786
938	1275.530099
939	1275.486448
940	1275.434028
941	1275.375765
942	1275.294275
943	1275.220897
944	1275.140057
945	1275.054874
946	1274.9276
947	1274.805027
948	1274.740885
949	1274.648896
950	1274.609661
951	1274.586528
952	1274.528015
953	1274.444883
954	1274.394581
955	1274.339682
956	1274.296785
957	1274.210374
958	1274.1344
959	1274.120743
960	1274.018244
961	1273.97517
962	1273.91084
963	1273.848081
964	1273.811202
965	1273.730109
966	1273.687087
967	1273.638742
968	1273.600392
969	1273.498036
970	1273.435892
971	1273.393788
972	1273.381372
973	1273.310246
974	1273.284022
975	1273.162855
976	1273.07574
977	1272.989971
978	1272.880411
979	1272.840872
980	1272.687194
981	1272.601895
982	1272.566858
983	1272.495874
984	1272.42095
985	1272.346756
986	1272.294938
987	1272.174861
988	1272.130192
989	1272.031751
990	1271.914022
991	1271.852436
992	1271.837872
993	1271.797855
994	1271.789911
995	1271.782154
996	1271.774577
997	1271.767176
998	1271.726661
999	1271.683349
